id	restaurant_name	img	description	location_id
196	써브웨이	./img/196.jpg	써브웨이 고려대점	0
197	썬더치킨 고대점	./img/197.jpg	안녕하세요. 썬더치킨 고대점 입니다.	2
198	아마스빈 고대안암점	./img/198.jpg		2
199	아미가	./img/199.jpg		3
200	아임빈	./img/200.jpg	안녕하세요. 아임빈 안암점 입니다. 자주 이용해주세요.	2
201	아침바다	./img/201.jpg		3
202	안돈48	./img/202.jpg	트러플 오일과 소금을 곁들인 현대식 일식 수제돈카츠 전문점 안돈48입니다	0
203	안암 진 육개장&닭개장	./img/203.jpg	안암오거리 인근 육개장 전문점입니다. 	1
204	안암고깃집공간	./img/204.jpg	최상급 숙성 ++A한우, +A한돈 전문점입니다.	0
205	안암꼬치	./img/205.jpg	레몬 소주가 맛있는 닭구이/꼬치 전문점	0
206	안암동닭한마리칼국수	./img/206.jpg	친절한 것으로 인기 있는 닭칼국수 전문점입니다. 	1
207	안암아줌마치킨	./img/207.jpg	안암아줌마치킨 고대점입니다.	0
208	안암필	./img/208.jpg	분위기 좋은 스콘,베이글 샌드위치 맛집 '안암필' 입니다	0
209	알래스카에서 온 연어가 맛있는 집	./img/209.jpg		4
210	앤드모어	./img/210.jpg	서울특별시 성북구 종암동 위치, 디저트, 샌드위치, 셀러드, 음료, 맥주 등 메뉴 소개.	3
211	야마토텐동	./img/211.jpg	30일간 숙성한 텐동소스가 맛있는 텐동집	0
212	양자설렁탕	./img/212.jpg		3
213	언니네반점	./img/213.jpg	중국 가정식 전문점 청결하고 엄마가 직접해준 집밥 같은 매일 먹어도 질리지 않은 맛집	2
214	언더 하이볼	./img/214.jpg	가볍게 즐기는 퓨전 주점	0
215	역전우동0410	./img/215.jpg	mz세대가 선택한 역전우동!!	0
216	역전할머니맥주 서울고대점	./img/216.jpg	역전할머니맥주 고대점입니다.	0
217	연어사랑	./img/217.jpg		4
218	연한담	./img/218.jpg	복과 은혜의 상징 제비, 그들이 한가로이 모여 이야기를 나누고 쉬어가는 곳 연한 입니다.	4
219	영철스토리펌	./img/219.jpg	영철버거는 안암동 이공대 앞에 위치한 23년 전통의 수제햄버거 전문점입니다. 	1
220	옐로우피자 안암점	./img/220.jpg	안녕하세요. 옐로우피자입니다. 저희는 2012년 론칭한 브랜드로 COOL한 당신에게 HOT한 피자로 보답해드립니다!	4
221	오거리술집	./img/221.jpg	안암역 안암오거리의 오거리술집 입니다 쾌적한 분위기 170석 단체석 완비	0
222	오늘은면발땡기는날	./img/222.jpg	고려대역 인근에서 영업하고 있는 중식당입니다. 수타로 뽑은 면을 사용하는 것으로 유명해진 곳이라서 자장면이 이 집을 대표하는 메뉴로 자리 잡았는데요, 그 외에도 짬뽕, 탕수육 등의 중식 메뉴를 만날 수 있지요.	4
223	오마카세 오사이초밥	./img/223.jpg	고대맛집 오마카세 오사이초밥 고려대역점은 오마카세 입문으로 좋은, 최고의 가성비 오마카세 스시야를 추구합니다. 수 많은 경험과 경력을 지닌 일식 셰프가 조용하고 아담한 다찌 구조의 오마카세 스시야에서 손님을 정성껏 대접합니다.	3
224	오바케돈부리	./img/224.jpg	혼밥하기 좋은 것으로 인기 있는 일식당입니다. 	1
225	오박사네돈까스	./img/225.jpg		3
226	오봉집 고려대점	./img/226.jpg	저희는 안암동 최고의 낙지/보쌈 맛집입니다. 믿고 방문해주신다면 맛으로 보답 하겠습니다.	2
227	오브	./img/227.jpg	제기동 카페 오브입니다	5
228	오샬 안암본점	./img/228.jpg	2008년도에 오픈한 영국식 인도 커리 전문식당으로써 외국인 현지 쉐프가 직접 요리하는 안암동 터줏대감 음식점 입니다.	0
229	오성식당	./img/229.jpg	주인장이 직접 만든 수제 소스로 음식을 만듭니다	1
230	옥당골	./img/230.jpg		3
231	옥두헌손두부	./img/231.jpg		2
232	와플앨리 	./img/232.jpg	뒷살이길 와플앨리	0
233	와플앨리 이공대점	./img/233.jpg	직접 로스팅한 원두와 벨기에 와플. 수제 젤라또가 있는 자리마다 콘센트가 있는 카페입니다.	0
234	와플앨리 정경대점	./img/234.jpg		2
235	왕빈대떡삼파전	./img/235.jpg	참살이 전/빈대떡	0
236	용두동 엽기쭈꾸미	./img/236.jpg	용두동 엽기 쭈꾸미	5
237	용초수	./img/237.jpg	메뉴 추천 소고기면 사천 매운면 호남 볶음밥	2
238	우리식당	./img/238.jpg		3
239	우승식당	./img/239.jpg	안암동(고려대 맛집) 볶음요리 전문점	1
240	우정초밥	./img/240.jpg	100% 예약제로 운영되고 있습니다 예약은 캐치테이블에서 진행하고 있습니닷	3
241	웃돌목 순대국/소머리국밥	./img/241.jpg	저희 업소에서는 납품 받는 육수가 아닌, 주인이 정성껏 가마솥으로 24시간 끓인 육수를 사용한 건강한 국밥으로 손님 여러분을 맞이합니다!	4
242	원이자카야	./img/242.jpg	옆살이 이자카야	0
243	원진노기순청국장	./img/243.jpg	안암오거리 인근 청국장 전문점입니다. 	1
244	유자유김치떡볶이 본점	./img/244.jpg	안암 김치떡볶이 전문점	0
245	유정	./img/245.jpg		3
246	육쌈냉면 고대점	./img/246.jpg	숯불고기와 냉면 전문점	0
247	이가네황소곱창	./img/247.jpg	안암 곱창/막창	0
248	이공김밥 안암본점	./img/248.jpg	서울3대김밥 참치폭탄김밥	1
249	이공냉면	./img/249.jpg	가성비가 좋은 것으로 인기 있는 국밥 전문점입니다.	1
250	이삐커피	./img/250.jpg	행복한 커피와 진한 디저트의 만남, 이삐커피	0
251	이세돈가스 고려대점	./img/251.jpg		2
252	이수영피자 본점	./img/252.jpg		4
253	이화수전통육개장 안암오거리점	./img/253.jpg	안암오거리에 위치한 육개장 전문점입니다.	1
254	인생닭강정 고대역점	./img/254.jpg		3
255	인생설렁탕 고대안암역점	./img/255.jpg	백종원의 인생설렁탕 고대안암점입니다.	0
256	일곱평	./img/256.jpg		4
257	일미리금계찜닭 고대점	./img/257.jpg		4
258	일찍여는카페	./img/258.jpg	편하게 쉴 수 있는, 추억을 남길 수 있는 일찍여는카페 early cafe입니다.	4
259	자스민	./img/259.jpg	매장으로 전화주문시 매장가격과 동일합니다 (배달팁 별도) 배달은 브레이크타임 없습니다	3
260	장위동유성집 고대점	./img/260.jpg	40년 전통 참숯구이 한우 등심 전문	0
261	전주완산골	./img/261.jpg	고대병원 맞은편 한식전문접	0
262	정다래함박스텍 안암점	./img/262.jpg	안암오거리 인근 함박스테이크 전문점입니다.	1
263	제기집	./img/263.jpg	제기시장 닭발 골목에 위치한 오돌뼈와 닭똥집, 닭발이 맛있는 곳. 저렴한 가격으로 푸짐한 양의 술안주를 맛볼 수 있다.	5
264	제육천재 성북점	./img/264.jpg		3
265	제주고깃집	./img/265.jpg	제주고깃집은 제주도 청정지역에서 자란 명품 제주고기를 최고의 맛으로 즐길 수 있는 곳입니다.	1
266	조개베네 고대점	./img/266.jpg	고대 주변에서 조개구이와 조개찜으로 소문난 맛집. 항상 사람이 많아서 자리가 없을 정도이다. 직접 만든 특제소스에 조개를 찍어먹는다. 차돌키조개삼합도 인기메뉴이다.	4
267	주유소2	./img/267.jpg	고대 앞 유명한 술집, 주유소 2 입니다 ^^	2
268	중경식객 고려대점	./img/268.jpg	고려대훠궈 중경식객 무한리필로 즐기는 훠궈 맛집	0
269	중국관	./img/269.jpg		3
270	지식을담다	./img/270.jpg	안암역에 위치한 서점/카페입니다.	0
271	지코바치킨 고대점	./img/271.jpg		4
272	지트	./img/272.jpg	수제 미트파이와 다양한 맥주, 하이볼, 칵테일이 있는 곳!	0
273	지호한방삼계탕	./img/273.jpg	주차가능	3
274	진미식당	./img/274.jpg	약 10여가지의 반찬이 준비 된 셀프바와 추가밥 또한 셀프로 챙겨 드시면 되는 밥집 입니다~~	5
275	짚신매운갈비찜 고대점	./img/275.jpg	안암 맛집! 매운갈비찜의 대표 짚신매운갈비찜 고대점입니다	0
276	짱가네돈냉면	./img/276.jpg	음식이 맛있는 것으로 인기 있는 냉면/돈까스 식당입니다. 	1
277	쪼끼쪼끼	./img/277.jpg	안암역 3번출구 삼통치킨 뒷건물 쪼끼쪼끼 입니다	0
278	차이윈난 쌀국수	./img/278.jpg		4
279	참새방앗간분식	./img/279.jpg	각종 야채와 멸치와 꽃게를 넣어 끓여낸 국물을 넣어 모든 요리를 조리하여 맛이 깊고 진합니다.가공된 제품외에 자체적으로 인공조미료를 사용하지 않아 깔끔한맛이 느낄수 있으며 건강한 맛,믿고 먹을수 있는 엄마의 맛을 느낄수 있습니다.	3
280	철남	./img/280.jpg	맛있는 한끼를 드시고 싶으신 분들에게 추천해드리고 싶습니다.	1
281	청년다방 고대안암점	./img/281.jpg	청년다방 고대안암점	0
282	청담꺼멍	./img/282.jpg	안암 오겹살/소고기 전문점	0
283	청룡분식	./img/283.jpg	가성비가 좋은 것으로 인기 있는 분식집입니다. 	5
284	청보리꼴	./img/284.jpg		3
285	청진동해장국	./img/285.jpg	업주 감자탕 드시면 가시오가피주한병+라면사리+떡볶이+수제비 꽁짜!!	3
286	청춘우육면	./img/286.jpg		4
287	체리온 루프탑	./img/287.jpg	작고 아담한 카페&칵테일바입니다!	0
288	춘자	./img/288.jpg	안암 대표 요리주점	0
289	춘천집	./img/289.jpg	철판 닭갈비요리 전문점 춘천집 고대점	0
290	충주집	./img/290.jpg	닭발과 곱창이 인기 있는 고대사거리 근처 식당입니다. 	5
291	치즈를 사랑한 찜닭	./img/291.jpg	찜닭	2
292	치즈밥있슈 고대점	./img/292.jpg	치즈밥	4
293	치킨필레오 고대점	./img/293.jpg	100% 국내산 닭다리살을 이용해 더욱 맛있는 치킨필레오입니다 ! 고대 최강 치킨집을 목표로 열심히 튀겨보겠습니다.	4
294	치킨홀릭 종암점	./img/294.jpg		3
295	치폴레옹	./img/295.jpg	수제맥주&치킨스테이크 전문 	0
296	칠기도삭면소롱포 고대점	./img/296.jpg		2
297	칠기마라탕	./img/297.jpg		4
298	카페 브레송	./img/298.jpg	일상에서의 휴식을 추구하는 카페브레송입니다.	0
299	카페 안암동	./img/299.jpg	안암 100석 규모의 브런치카페	0
300	카페 애일	./img/300.jpg	안암동에서 수제 마카롱, 디저트, 구움과자, 휘낭시에, 그리고 직접 로스팅 원두로 신선한 아메리카노를 드실수 있습니다.	0
301	카페끄망	./img/301.jpg	신선한 원두를 직접 로스팅하는 고려대 카페 도란도란 이야기 나누기 좋아요	4
302	카페다니엘	./img/302.jpg	고대사거리 인근 공부하기 좋은 카페입니다. 	5
303	카페별채	./img/303.jpg	안녕하세요. 카페별채 안암역점 입니다.	2
304	카페아띠	./img/304.jpg	6호선 고대역 2번 출구에서 약 300M 고대법대 후문 입구에 위치.	3
305	카페아이	./img/305.jpg	편안한 분위기에서 맛있는 디저트와 함께 즐거운 시간을 보낼 수 있는 카페아이입니다.	5
306	카페우딘	./img/306.jpg	고대사거리 인근에 위치한 조용한 카페입니다. 	5
307	카페파인	./img/307.jpg	신선한 원두와 최상의 서비스로 모시겠습니다	4
308	커피빈 고대안암역점	./img/308.jpg	[주차안내] 매장이용시 1시간무료 이후 시간 초과시 10분당 500원 비용 발생	2
309	커피수공업	./img/309.jpg	커피가 맛있는 것으로 인기 있는 고대병원 인근 카페입니다.	6
310	컴포즈커피 고대안암역점	./img/310.jpg	식약청 환경 매우 우수업체 선정	2
311	컴포즈커피 고대안암오거리점	./img/311.jpg	컴포즈커피고대안암오거리점입니다^^	1
312	코지코튼	./img/312.jpg	종암동의 작은 카페 코지코튼입니다 :)	3
313	코코넛그릭요거트	./img/313.jpg	건강을 먹는다, 코코넛그릭요거트	2
314	콩뼈숯뼈감자탕	./img/314.jpg	안암동 밥집 속을 편안하게 해주는 감자탕	2
315	콩뼈숯뼈감자탕	./img/315.jpg		3
316	쿠마	./img/316.jpg	옆살이 일본식 퓨전요리 전문점	0
317	쿠마키친	./img/317.jpg	안암 스타벅스 맞은편 돈가스 전문점	0
318	쿠이도라쿠	./img/318.jpg	일본 큐슈 정통 돈코츠라멘 전문점	0
319	퀴즈노스 고대안암병원점	./img/319.jpg	미국 콜로라도 덴버에 본사를 두고 있는 퀴즈노스는 전 세계 40여개 국가에서 매장을 운영중인 Global Sandwich Cafe 입니다.	6
320	큰맘할매순대국 고려대점	./img/320.jpg	가성비가 좋은 것으로 인기 있는 순대국 전문점입니다. 	1
321	키라쿠 안암점	./img/321.jpg	안녕하세요. 키라쿠 안암점입니다. 스콘 디저트 전문 카페로 2018년부터 안암에 자리잡고 있습니다.	1
322	킨토토 고대점	./img/322.jpg	일본에 온 것 같은 착각을 일으키고 싶다'라는 고민에서부터 시작된 킨토토는 일본 편의점을 모티프로 누구든 편하게 방문하여 든든하게 한끼를 해결할 수 있는 캐쥬얼 일식 브랜드입니다.	4
323	탄	./img/323.jpg	안암역 2번출구우리은행 옆골목 직진 도보3분거리 7일레븐 편의점 맞은편 입니다.	2
324	탐관오리	./img/324.jpg	안암 한식요리주점	0
325	태리로제떡볶이	./img/325.jpg	안암 로제떡볶이	0
326	탱글이문어	./img/326.jpg	기본 서비스 안주 무한리필되는 문어숙회 전문점	0
327	토로 생선구이	./img/327.jpg	한식 생선구이와 알탕이 맛있는 곳	0
328	투썸플레이스	./img/328.jpg	투썸플레이스 고대참살이길점입니다.	0
329	투썸플레이스 고려대법학관점	./img/329.jpg	[주차 불가 매장] 고려대학교 내 주차가능, 주차비용은 별도로 지원되지 않습니다. - 10분 이내 무료 / 10분 초과시 10분당 500원 2시간 초과, 6시간 까지 10분당 1,000원	3
330	투투티	./img/330.jpg	고대정문 볼볼티에서 개명하고 여기로 이전해왔습니다	2
331	튄닥꾼닥	./img/331.jpg	튄닥vs꾼닥입니다! 말그대로 튀긴 닭 후라이드와 꾸운 닭 오븐구이를 한번에 맛 볼 수있는 가게입니다. 저렴한 가격에 만족스러운 퀄리티의 치킨과 다양한 메뉴와 안주가 있습니다. 	5
332	트라타	./img/332.jpg	멕시칸 부리토	0
333	특별식당 안암점	./img/333.jpg	특별식당'은 일본 동경에 있는 츠키지 시장에서 오야꼬동을 공부한 청년이 한국산 닭과 재료를 사용해 일본식 덮밥(돈부리)을 만들고 있습니다.	2
334	특별식당 제기본점	./img/334.jpg	특별식당'은 일본 동경에 있는 츠키지 시장에서 오야꼬동을 공부한 청년이 한국산 닭과 재료를 사용해 일본식 덮밥(돈부리)을 만들고 있습니다.	5
335	팔백집	./img/335.jpg	쫄여먹는 물갈비 스타일을 만나실수 있는 고려대 맛집 입니다.	2
336	퍽앤어니언	./img/336.jpg	수제버거 잘하는집.	0
337	펠어커피초코 고려대점	./img/337.jpg	이제껏 경험해보지 못한 나만의 신개념 커피를 원하신다면 고객님 만족을 최우선으로 하는 저희 펠어커피초코를 찾아주세요:)	1
338	평범식당	./img/338.jpg		4
339	포즈 카페	./img/339.jpg	2층으로 이루어진 널찍한 공간과 새로 오픈한 깔끔한 인테리어 속 여유를 즐기러 오세요	2
340	포트캔커피 안암점	./img/340.jpg	진한 향을 캔속에 담다. 언제 어디서나 원두의 맛을 그대로 즐길 수 있는 포트캔커피 안암점입니다!	1
341	프랭크버거 안암점	./img/341.jpg	프랭크버거 안암점입니다.	0
342	프로마치	./img/342.jpg	옆살이 샌드위치	0
343	프로참숯구이	./img/343.jpg	1872포차 포차에서 2021년 6월01일 프로참숯구이 로변경됐습니다.	3
344	프릭타이	./img/344.jpg		3
345	피자스쿨 안암점	./img/345.jpg	재료가 신선한 것으로 인기 있는 피자 레스토랑입니다.	1
346	피자알볼로 안암돈암점	./img/346.jpg	맛있는 피자를 판매하는 것으로 인기 있는 고대병원 인근 피자 가게입니다. 	6
347	피자플렉스 성북점	./img/347.jpg	맛 가성비 모두를 갖춘 피자스웨그!! 매주 목요일 정기휴무, 명절 및 공휴일은 정상 영업합니다!	6
348	하남삼겹	./img/348.jpg	가성비가 좋은 것으로 인기 있는 고깃집입니다. 	0
349	하다디저트카페	./img/349.jpg	고소한 라떼와 달달한 디저트. 청과 디저트는 수제로 진행하고 있습니다:)	6
350	하오마라 고려대점	./img/350.jpg	항상 깔끔하고 맛있는 음식을 대접하기 위해 청결과 식자재에 많은 신경을 쓰는 하오마라 고대점입니다.	2
351	하이헤이헬로우	./img/351.jpg	고려대역 근처 과제하기 좋은 카페	4
352	한반도	./img/352.jpg	안암 껍데기/삼겹살 전문점	0
353	한솥도시락 고대원룸촌점	./img/353.jpg	고려대학교 학교 내부 및 고려대학교병원 내부 배달가능합니다	2
354	한솥도시락 종암동점	./img/354.jpg	저렴하고 질 좋은 테이크아웃 도시락 및 단체 도시락 주문 전문점 한솥도시락입니다. 영업시간 : 아침 9시 부터 저녁 9시입니다. 휴일 / 영업시간은 매장사정에 따라서 변동 될수있습니다. 단체주문은 배달해드립니다.	3
355	한술식당 고대점	./img/355.jpg	수란이 올라가는 프리미엄 덮밥전문점	0
356	한식집밥	./img/356.jpg		2
357	한우팔등심	./img/357.jpg	한우팔등심은 1++등급의 한우를 사용하며 최적의 숙성조건을 이용한 고기를 자랑합니다	3
358	한잔의추억	./img/358.jpg	옆살이 요리주점	0
359	해마루	./img/359.jpg		4
360	해머커피로스터스	./img/360.jpg		4
361	해모타	./img/361.jpg		2
362	해적수산	./img/362.jpg	동해바다에서 직접잡은 자연산 어,패류를 요리하는 동해자연산회센터 해적수산입니다.	5
363	핵밥 고대안암점	./img/363.jpg	행복을 드리는 가정식 덮밥&라멘 전문점 핵밥입니다.	0
364	핸썸베이글 고대점	./img/364.jpg	"직접 매장에서 만드는 수제 크림치즈.
10가지 종류의 베이글과 다양한 크림치즈의 조합"	2
365	행복은간장밥	./img/365.jpg	행복은간장밥은 빠르고 간편하면서 건강한 음식을 제공하는 간장 소스 기반의 캐주얼 한식 브랜드입니다.	0
366	행운돈까스	./img/366.jpg		2
367	헤이피	./img/367.jpg	매장에서 당일 바로 구매 가능한 홀케이크가 소량씩 준비되니, 매장으로 전화주시면 안내드리겠습니다	5
368	현고대닭발 본점	./img/368.jpg	저희 현고대 닭발은 지난 1972년 제 모친께서 창업하신 이래 포장마차의 싸구려 안주로 인식되어진 닭발 요리를 한차원 높은맛과 품질로 끌어 올렸으며 현재도 온가족이 즐겨 찾을 수 있는 외식음식으로 자리잡았습니다.	5
369	현이슈퍼가맥	./img/369.jpg	고려대 정문앞 가맥집이 새로 생겼습니다 50여종 이상의 국내외 맥주와 맛있는 안주가 있습니다 대학교 앞이라 학업 마치고 저녁이나 야식으로 들려도 되고요 퇴근후 한 잔 하기 좋은 곳 입니다	4
370	형제집	./img/370.jpg	저렴하면서 푸짐한 다양한 안주용 요리를 맛볼 수 있는 곳. 대학교 앞에 위치한 만큼 가격대비 푸짐한 양의 음식이 제공된다.	5
371	호굴	./img/371.jpg	한식베이스 수제요리와 함께 다양한 종류의 주류를 즐길 수 있는 공간	0
372	호랑이초밥 고대점	./img/372.jpg	서울 곳곳에서 초밥과 사시미로 사랑을 받고있는 호랑이초밥이 고대점으로 찾아왔습니다.	0
373	호랭이밥그릇	./img/373.jpg		3
374	호미	./img/374.jpg		4
375	호야니니쿠니쿠	./img/375.jpg	특제 야키니쿠타래소스가 있는 덮밥집	0
376	홍콩반점0410	./img/376.jpg	홍콩반점0410 고대안암점	0
377	화궁방마라탕&양꼬치 고려대점	./img/377.jpg	화궁방마라탕(고려대점)	1
378	황금닭발	./img/378.jpg	사장님겸 쉐프님으로서 신당동 불닭경력 10년과 종암동 유정식당 20년 쉐프 경력을 기반으로 이번 황금불닭발을 개업하게 되었습니다.	5
379	황소식당	./img/379.jpg	양이 많은 것으로 인기 있는 가정식 백반 식당입니다.	1
380	훈	./img/380.jpg	일본식 퓨전 이자카야 입니다.	4
381	휴그린 단백질카페	./img/381.jpg	내가 먹는 음식이 나를 만든다, 내 몸에 필요한 영양을 채워주세요	2
382	희야 이자카야	./img/382.jpg	고려대학교 안암역 앞 이자카야 술집 '희야 이자카야' 입니다.	0
383	히든트랙 안암점	./img/383.jpg	맥주 양조장 '히든트랙 브루잉'의 직영펍. 셀프탭, RF태그 주문으로 원하는 맥주를 원하는 양만큼 드실 수 있습니다.	1
384	히포크라테스 스프	./img/384.jpg	건강하고 맛있는 베이커리/스튜	0
385	힐링식탁	./img/385.jpg	합리적인 가격으로 최고의 중화 요리를 맛볼 수 있는 중식 전문점 [힐링식탁]입니다!	4
386	B1PUB	./img/386.jpg	옆살이 칵테일/맥주 바	0
387	BBQ치킨 안암오거리점	./img/387.jpg	안녕하세요. 고객의 행복을 키우는 BBQ입니다.	1
388	BHC치킨 고대역점	./img/388.jpg	운영시간/휴무일은 매장상황에 따라 변동될 수 있습니다. 매장으로 확인 부탁드립니다.	4
389	BIYA 부대찌개 본점	./img/389.jpg	고대근처 밥에 비벼 먹으면 진짜 맛있는 부대찌개	2
390	Cafe gate	./img/390.jpg	안암동 카페	0
391	cafe meal.zip	./img/391.jpg		3
392	KFC고대안암	./img/392.jpg	치킨나이트 행사는 KFC APP과 매장에서만 주문 가능합니다.	2
393	Mother's Bob	./img/393.jpg		3
394	mychef	./img/394.jpg	옆살이 양식	0
395	The Hub	./img/395.jpg	안암의 캐주얼 칵테일 바 입니다!	0
396	VIC	./img/396.jpg	품질좋은 새우와 위스키 그리고 맥주 와인 소주. 기분좋은 마무리를 선물하겠습니다~	5
